fixture_id,fecha,torneo,ronda,arbitro,estadio,side,equipo,equipo_id,oponente,goles,goles_rival,goles_ht,resultado,shots_on_goal,shots_off_goal,total_shots,blocked_shots,shots_insidebox,shots_outsidebox,fouls,corner_kicks,offsides,ball_possession,yellow_cards,red_cards,goalkeeper_saves,total_passes,passes_accurate,passes_%,expected_goals,goals_prevented
1323508,2025-01-29,Clausura,Clausura - 4,J. Camacho,Estadio Ciudad de los Deportes,home,Club America,2287,Atletico San Luis,3,0,2,W,6,5,13,2,9,4,10,3.0,2.0,55%,0.0,,2.0,502.0,449.0,89%,,
1323508,2025-01-29,Clausura,Clausura - 4,J. Camacho,Estadio Ciudad de los Deportes,away,Atletico San Luis,2314,Club America,0,3,0,L,2,2,5,1,3,2,13,4.0,1.0,45%,1.0,,2.0,405.0,345.0,85%,,
1323509,2025-01-29,Clausura,Clausura - 4,D. Quintero,Estadio Cuauhtémoc,home,Puebla,2291,Mazatlán,0,1,0,L,2,9,18,7,12,6,11,10.0,3.0,70%,1.0,,2.0,609.0,534.0,88%,,
1323509,2025-01-29,Clausura,Clausura - 4,D. Quintero,Estadio Cuauhtémoc,away,Mazatlán,14002,Puebla,1,0,1,W,2,1,4,1,2,2,14,0.0,0.0,30%,6.0,,2.0,284.0,195.0,69%,,
1323512,2025-01-29,Clausura,Clausura - 4,I. López,Estadio Universitario,home,Tigres UANL,2279,Club Tijuana,4,0,1,W,9,9,20,2,13,7,16,7.0,1.0,45%,1.0,,2.0,352.0,277.0,79%,,
1323512,2025-01-29,Clausura,Clausura - 4,I. López,Estadio Universitario,away,Club Tijuana,2280,Tigres UANL,0,4,0,L,2,6,12,4,5,7,17,3.0,2.0,55%,4.0,,5.0,438.0,366.0,84%,,
1323510,2025-01-29,Clausura,Clausura - 4,Ó. Mejía,Estadio León,home,Leon,2289,Guadalajara Chivas,2,1,1,W,3,5,12,4,7,5,11,3.0,0.0,46%,1.0,,2.0,362.0,301.0,83%,,
1323510,2025-01-29,Clausura,Clausura - 4,Ó. Mejía,Estadio León,away,Guadalajara Chivas,2278,Leon,1,2,1,L,3,0,8,5,6,2,13,5.0,3.0,54%,2.0,,1.0,424.0,365.0,86%,,
1323511,2025-01-29,Clausura,Clausura - 4,L. García,Estadio Victoria,home,Necaxa,2288,Cruz Azul,1,3,1,L,4,5,12,3,8,4,14,2.0,2.0,45%,0.0,,4.0,337.0,269.0,80%,,
1323511,2025-01-29,Clausura,Clausura - 4,L. García,Estadio Victoria,away,Cruz Azul,2295,Necaxa,3,1,1,W,7,7,20,6,11,9,13,6.0,1.0,55%,3.0,,2.0,416.0,350.0,84%,,
1323513,2025-01-30,Clausura,Clausura - 4,M. Quintero,Estadio Jalisco,home,Atlas,2283,Monterrey,3,3,2,D,4,3,12,5,6,6,18,3.0,1.0,36%,1.0,,3.0,307.0,228.0,74%,,
1323513,2025-01-30,Clausura,Clausura - 4,M. Quintero,Estadio Jalisco,away,Monterrey,2282,Atlas,3,3,1,D,6,4,13,3,8,5,12,6.0,0.0,64%,3.0,,1.0,546.0,464.0,85%,,
1323514,2025-01-30,Clausura,Clausura - 4,S. Pérez Villalobos,Estadio Corregidora,home,Club Queretaro,2290,Pachuca,0,1,0,L,1,7,12,4,2,10,14,5.0,2.0,49%,2.0,,3.0,403.0,316.0,78%,,
1323514,2025-01-30,Clausura,Clausura - 4,S. Pérez Villalobos,Estadio Corregidora,away,Pachuca,2292,Club Queretaro,1,0,1,W,4,3,12,5,10,2,16,8.0,4.0,51%,2.0,,1.0,423.0,332.0,78%,,
1323516,2025-01-30,Clausura,Clausura - 4,A. Quirarte,Estadio Olímpico Benito Juárez,home,FC Juarez,2298,Santos Laguna,1,0,0,W,3,7,16,6,8,8,14,7.0,3.0,57%,1.0,,1.0,474.0,404.0,85%,,
1323516,2025-01-30,Clausura,Clausura - 4,A. Quirarte,Estadio Olímpico Benito Juárez,away,Santos Laguna,2285,FC Juarez,0,1,0,L,1,1,4,2,4,0,10,3.0,4.0,43%,2.0,,2.0,357.0,281.0,79%,,
1323515,2025-01-30,Clausura,Clausura - 4,Ó. Macías,Estadio Olímpico Universitario,home,U.N.A.M. - Pumas,2286,Toluca,1,1,0,D,4,5,11,2,7,4,11,4.0,,41%,4.0,,4.0,412.0,333.0,81%,,
1323515,2025-01-30,Clausura,Clausura - 4,Ó. Macías,Estadio Olímpico Universitario,away,Toluca,2281,U.N.A.M. - Pumas,1,1,0,D,4,9,17,4,9,8,7,5.0,,59%,1.0,,3.0,597.0,517.0,87%,,
1323517,2025-02-01,Clausura,Clausura - 5,L. Santander,Estadio El Encanto,home,Mazatlán,14002,Leon,1,2,0,L,2,5,8,1,4,4,15,5.0,4.0,55%,3.0,1.0,0.0,504.0,434.0,86%,,
1323517,2025-02-01,Clausura,Clausura - 5,L. Santander,Estadio El Encanto,away,Leon,2289,Mazatlán,2,1,2,W,2,4,6,0,3,3,17,2.0,2.0,45%,2.0,1.0,1.0,416.0,347.0,83%,,
1323518,2025-02-01,Clausura,Clausura - 5,M. Terrazas,Estadio Caliente,home,Club Tijuana,2280,Cruz Azul,2,3,0,L,6,7,13,0,7,6,9,3.0,2.0,63%,2.0,,3.0,496.0,426.0,86%,,
1323518,2025-02-01,Clausura,Clausura - 5,M. Terrazas,Estadio Caliente,away,Cruz Azul,2295,Club Tijuana,3,2,3,W,6,4,12,2,12,0,15,5.0,2.0,37%,5.0,,4.0,287.0,203.0,71%,,
1323519,2025-02-01,Clausura,Clausura - 5,C. Ramos,Estadio Ciudad de los Deportes,home,Club America,2287,FC Juarez,4,0,2,W,8,3,12,1,8,4,9,2.0,3.0,60%,0.0,,1.0,591.0,527.0,89%,,
1323519,2025-02-01,Clausura,Clausura - 5,C. Ramos,Estadio Ciudad de los Deportes,away,FC Juarez,2298,Club America,0,4,0,L,2,5,11,4,4,7,10,5.0,0.0,40%,1.0,,4.0,389.0,341.0,88%,,
1323520,2025-02-01,Clausura,Clausura - 5,I. Lopez,Estadio AKRON,home,Guadalajara Chivas,2278,Club Queretaro,1,1,1,D,6,3,12,3,7,5,20,6.0,1.0,48%,6.0,1.0,1.0,343.0,271.0,79%,,
1323520,2025-02-01,Clausura,Clausura - 5,I. Lopez,Estadio AKRON,away,Club Queretaro,2290,Guadalajara Chivas,1,1,0,D,2,2,6,2,3,3,8,6.0,2.0,52%,4.0,0.0,5.0,385.0,330.0,86%,,
1323521,2025-02-02,Clausura,Clausura - 5,J. Lopez,Estadio Hidalgo,home,Pachuca,2292,Atlas,0,0,0,D,4,8,15,3,11,4,16,6.0,1.0,57%,2.0,0.0,3.0,429.0,360.0,84%,,
1323521,2025-02-02,Clausura,Clausura - 5,J. Lopez,Estadio Hidalgo,away,Atlas,2283,Pachuca,0,0,0,D,3,5,10,2,2,8,13,2.0,1.0,43%,2.0,1.0,4.0,312.0,245.0,79%,,
1323522,2025-02-02,Clausura,Clausura - 5,M. Ortíz,Estadio BBVA,home,Monterrey,2282,Necaxa,1,0,1,W,5,8,17,4,10,7,17,5.0,0.0,44%,2.0,,5.0,386.0,309.0,80%,,
1323522,2025-02-02,Clausura,Clausura - 5,M. Ortíz,Estadio BBVA,away,Necaxa,2288,Monterrey,0,1,0,L,5,6,16,5,9,7,11,11.0,2.0,56%,3.0,,3.0,490.0,401.0,82%,,
1323523,2025-02-02,Clausura,Clausura - 5,F. Hernández,Estadio Nemesio Díez,home,Toluca,2281,Tigres UANL,1,0,0,W,6,12,26,8,12,14,9,3.0,1.0,66%,3.0,,0.0,591.0,513.0,87%,,
1323523,2025-02-02,Clausura,Clausura - 5,F. Hernández,Estadio Nemesio Díez,away,Tigres UANL,2279,Toluca,0,1,0,L,0,4,7,3,5,2,15,7.0,1.0,34%,4.0,,5.0,298.0,230.0,77%,,
1323524,2025-02-02,Clausura,Clausura - 5,V. Cáceres,Estadio Corona,home,Santos Laguna,2285,Puebla,0,2,0,L,6,7,19,6,15,4,14,3.0,3.0,65%,0.0,,6.0,453.0,369.0,81%,,
1323524,2025-02-02,Clausura,Clausura - 5,V. Cáceres,Estadio Corona,away,Puebla,2291,Santos Laguna,2,0,1,W,8,7,18,3,9,9,23,4.0,0.0,35%,3.0,,5.0,249.0,173.0,69%,,
1323525,2025-02-03,Clausura,Clausura - 5,D. Quintero,Estadio Alfonso Lastras Ramírez,home,Atletico San Luis,2314,U.N.A.M. - Pumas,2,3,1,L,4,2,9,3,5,4,12,6.0,1.0,63%,3.0,,3.0,528.0,422.0,80%,,
1323525,2025-02-03,Clausura,Clausura - 5,D. Quintero,Estadio Alfonso Lastras Ramírez,away,U.N.A.M. - Pumas,2286,Atletico San Luis,3,2,2,W,6,6,14,2,7,7,20,1.0,4.0,37%,5.0,,2.0,314.0,232.0,74%,,
1323490,2025-02-06,Clausura,Clausura - 1,A. Escobedo,Estadio Hidalgo,home,Pachuca,2292,Leon,1,2,1,L,9,8,20,3,11,9,12,9.0,7.0,54%,4.0,1.0,2.0,422.0,368.0,87%,,
1323490,2025-02-06,Clausura,Clausura - 1,A. Escobedo,Estadio Hidalgo,away,Leon,2289,Pachuca,2,1,1,W,4,3,8,1,5,3,18,3.0,2.0,46%,3.0,0.0,8.0,368.0,297.0,81%,,
1323528,2025-02-08,Clausura,Clausura - 6,D. Quintero,Estadio Victoria,home,Necaxa,2288,Santos Laguna,3,2,2,W,9,9,24,6,16,8,12,8.0,1.0,60%,1.0,,4.0,450.0,380.0,84%,,
1323528,2025-02-08,Clausura,Clausura - 6,D. Quintero,Estadio Victoria,away,Santos Laguna,2285,Necaxa,2,3,2,L,7,5,15,3,13,2,7,6.0,1.0,40%,1.0,,6.0,300.0,226.0,75%,,
1323526,2025-02-08,Clausura,Clausura - 6,V. Arce,Estadio Corregidora,home,Club Queretaro,2290,Atletico San Luis,1,0,1,W,3,8,14,3,8,6,9,5.0,2.0,38%,1.0,,2.0,339.0,264.0,78%,,
1323526,2025-02-08,Clausura,Clausura - 6,V. Arce,Estadio Corregidora,away,Atletico San Luis,2314,Club Queretaro,0,1,0,L,3,3,9,3,1,8,15,3.0,1.0,62%,2.0,,2.0,554.0,469.0,85%,,
1323527,2025-02-08,Clausura,Clausura - 6,I. Lopez,Estadio Cuauhtémoc,home,Puebla,2291,Club America,1,2,0,L,4,3,9,2,3,6,21,3.0,2.0,26%,6.0,1.0,3.0,189.0,102.0,54%,,
1323527,2025-02-08,Clausura,Clausura - 6,I. Lopez,Estadio Cuauhtémoc,away,Club America,2287,Puebla,2,1,2,W,5,9,17,3,14,3,7,10.0,2.0,74%,2.0,0.0,3.0,572.0,501.0,88%,,
1323530,2025-02-09,Clausura,Clausura - 6,A. Escobedo,Estadio Universitario,home,Tigres UANL,2279,Atlas,2,1,1,W,4,7,12,1,6,6,8,4.0,3.0,55%,0.0,1.0,2.0,441.0,364.0,83%,,
1323530,2025-02-09,Clausura,Clausura - 6,A. Escobedo,Estadio Universitario,away,Atlas,2283,Tigres UANL,1,2,1,L,3,3,11,5,6,5,14,3.0,0.0,45%,3.0,0.0,2.0,358.0,267.0,75%,,
1323529,2025-02-09,Clausura,Clausura - 6,M. Ortíz,Estadio León,home,Leon,2289,Toluca,3,3,2,D,4,6,13,3,7,6,9,1.0,3.0,36%,3.0,,3.0,320.0,252.0,79%,,
1323529,2025-02-09,Clausura,Clausura - 6,M. Ortíz,Estadio León,away,Toluca,2281,Leon,3,3,0,D,6,10,20,4,12,8,9,5.0,3.0,64%,2.0,,1.0,570.0,486.0,85%,,
1323531,2025-02-09,Clausura,Clausura - 6,L. Santander,Estadio Olímpico Benito Juárez,home,FC Juarez,2298,Monterrey,2,1,1,W,5,2,9,2,6,3,19,5.0,2.0,39%,5.0,,8.0,298.0,225.0,76%,,
1323531,2025-02-09,Clausura,Clausura - 6,L. Santander,Estadio Olímpico Benito Juárez,away,Monterrey,2282,FC Juarez,1,2,0,L,9,6,20,5,15,5,12,3.0,0.0,61%,3.0,,3.0,478.0,397.0,83%,,
1323532,2025-02-09,Clausura,Clausura - 6,C. Ramos,Estadio Olímpico Universitario,home,Cruz Azul,2295,Pachuca,2,1,1,W,7,8,19,4,10,9,14,12.0,0.0,58%,3.0,0.0,2.0,413.0,347.0,84%,,
1323532,2025-02-09,Clausura,Clausura - 6,C. Ramos,Estadio Olímpico Universitario,away,Pachuca,2292,Cruz Azul,1,2,0,L,3,3,8,2,5,3,14,7.0,4.0,42%,2.0,1.0,6.0,293.0,241.0,82%,,
1323788,2025-02-10,Clausura,Clausura - 6,V. Cáceres,Estadio Olímpico Universitario,home,U.N.A.M. - Pumas,2286,Mazatlán,1,0,0,W,2,4,11,5,6,5,18,3.0,,59%,5.0,,0.0,502.0,422.0,84%,,
1323788,2025-02-10,Clausura,Clausura - 6,V. Cáceres,Estadio Olímpico Universitario,away,Mazatlán,14002,U.N.A.M. - Pumas,0,1,0,L,0,8,10,2,4,6,16,5.0,,41%,4.0,,1.0,353.0,281.0,80%,,
1323533,2025-02-10,Clausura,Clausura - 6,F. Hernández,Estadio AKRON,home,Guadalajara Chivas,2278,Club Tijuana,2,1,2,W,7,3,12,2,8,4,13,7.0,4.0,34%,2.0,0.0,1.0,261.0,199.0,76%,,
1323533,2025-02-10,Clausura,Clausura - 6,F. Hernández,Estadio AKRON,away,Club Tijuana,2280,Guadalajara Chivas,1,2,1,L,2,9,15,4,8,7,14,5.0,1.0,66%,3.0,1.0,5.0,499.0,443.0,89%,,
1323534,2025-02-15,Clausura,Clausura - 7,G. Pacheco,Estadio Caliente,home,Club Tijuana,2280,FC Juarez,1,2,1,L,7,9,21,5,12,9,10,5.0,2.0,63%,2.0,,3.0,560.0,485.0,87%,,
1323534,2025-02-15,Clausura,Clausura - 7,G. Pacheco,Estadio Caliente,away,FC Juarez,2298,Club Tijuana,2,1,1,W,5,4,13,4,7,6,10,4.0,1.0,37%,1.0,,6.0,325.0,236.0,73%,,
1323537,2025-02-15,Clausura,Clausura - 7,Ó. Mejía,Estadio Ciudad de los Deportes,home,Club America,2287,Necaxa,2,3,0,L,6,6,14,2,11,3,6,7.0,3.0,70%,2.0,1.0,1.0,509.0,441.0,87%,,
1323537,2025-02-15,Clausura,Clausura - 7,Ó. Mejía,Estadio Ciudad de los Deportes,away,Necaxa,2288,Club America,3,2,2,W,4,4,10,2,7,3,10,3.0,3.0,30%,1.0,0.0,4.0,223.0,149.0,67%,,
1323535,2025-02-15,Clausura,Clausura - 7,M. Ortíz,Estadio El Encanto,home,Mazatlán,14002,Santos Laguna,1,1,1,D,5,9,22,8,19,3,16,11.0,4.0,48%,3.0,1.0,2.0,392.0,310.0,79%,,
1323535,2025-02-15,Clausura,Clausura - 7,M. Ortíz,Estadio El Encanto,away,Santos Laguna,2285,Mazatlán,1,1,1,D,3,1,11,7,7,4,12,8.0,2.0,52%,0.0,1.0,4.0,443.0,349.0,79%,,
1323536,2025-02-15,Clausura,Clausura - 7,L. Santander,Estadio Jalisco,home,Atlas,2283,Puebla,3,2,1,W,6,12,19,1,8,11,6,7.0,1.0,63%,3.0,,0.0,431.0,351.0,81%,,
1323536,2025-02-15,Clausura,Clausura - 7,L. Santander,Estadio Jalisco,away,Puebla,2291,Atlas,2,3,1,L,2,3,8,3,5,3,24,3.0,2.0,37%,3.0,,3.0,258.0,179.0,69%,,
